la_code,claims,outright_orders,repossessions,warrants,date
E09000025,293.0,228.0,149.0,232.0,2014-01-01
E09000026,125.0,89.0,80.0,85.0,2014-01-01
E09000027,10.0,19.0,10.0,9.0,2014-01-01
E09000028,130.0,95.0,53.0,73.0,2014-01-01
E09000029,49.0,41.0,15.0,28.0,2014-01-01
E09000030,108.0,87.0,44.0,73.0,2014-01-01
E09000031,205.0,158.0,103.0,154.0,2014-01-01
E09000032,152.0,114.0,89.0,110.0,2014-01-01
E09000033,136.0,102.0,30.0,65.0,2014-01-01
W06000001,,,,,2014-01-01
W06000002,,8.0,,8.0,2014-01-01
W06000003,6.0,11.0,,,2014-01-01
W06000004,,7.0,,,2014-01-01
W06000005,8.0,8.0,,,2014-01-01
W06000006,11.0,6.0,,,2014-01-01
W06000008,,,,,2014-01-01
W06000009,7.0,,,,2014-01-01
W06000010,,,,,2014-01-01
W06000011,8.0,,,,2014-01-01
W06000012,10.0,9.0,6.0,8.0,2014-01-01
W06000013,,,,,2014-01-01
W06000014,11.0,9.0,,6.0,2014-01-01
W06000015,52.0,27.0,8.0,9.0,2014-01-01
W06000016,10.0,9.0,,,2014-01-01
W06000018,,6.0,7.0,,2014-01-01
W06000019,9.0,7.0,7.0,,2014-01-01
W06000020,,,,,2014-01-01
W06000022,8.0,6.0,7.0,7.0,2014-01-01
W06000023,,,,,2014-01-01
W06000024,,,,,2014-01-01
E06000001,7.0,,,,2014-04-01
E06000002,,,,,2014-04-01
E06000003,7.0,,,,2014-04-01
E06000004,,,,,2014-04-01
E06000005,6.0,7.0,,,2014-04-01
E06000006,7.0,,,,2014-04-01
E06000007,15.0,8.0,,,2014-04-01
E06000008,11.0,9.0,,,2014-04-01
E06000009,20.0,13.0,,,2014-04-01
E06000010,30.0,31.0,6.0,10.0,2014-04-01
E06000011,18.0,13.0,,,2014-04-01
E06000012,11.0,,,,2014-04-01
E06000013,15.0,18.0,,9.0,2014-04-01
E06000014,7.0,8.0,,,2014-04-01
E06000015,21.0,11.0,6.0,,2014-04-01
E06000016,60.0,46.0,14.0,18.0,2014-04-01
E06000017,,,,,2014-04-01
E06000018,46.0,34.0,8.0,11.0,2014-04-01
E06000019,13.0,10.0,,,2014-04-01
E06000020,14.0,11.0,11.0,8.0,2014-04-01
E06000021,25.0,26.0,,8.0,2014-04-01
E06000022,,,,,2014-04-01
E06000023,82.0,73.0,37.0,42.0,2014-04-01
E06000024,16.0,13.0,,,2014-04-01
E06000025,15.0,6.0,,,2014-04-01
E06000026,23.0,22.0,7.0,8.0,2014-04-01
E06000027,35.0,26.0,,15.0,2014-04-01
E06000028,110.0,82.0,38.0,55.0,2014-04-01
E06000029,21.0,23.0,11.0,14.0,2014-04-01
E06000030,10.0,9.0,,,2014-04-01
E06000031,65.0,43.0,17.0,22.0,2014-04-01
E06000032,88.0,67.0,22.0,47.0,2014-04-01
E06000033,42.0,33.0,13.0,22.0,2014-04-01
E06000034,38.0,36.0,11.0,16.0,2014-04-01
E06000035,86.0,58.0,35.0,36.0,2014-04-01
E06000036,,,,,2014-04-01
E06000037,8.0,,,,2014-04-01
E06000038,24.0,29.0,13.0,15.0,2014-04-01
E06000039,74.0,66.0,46.0,39.0,2014-04-01
E06000040,18.0,14.0,,6.0,2014-04-01
E06000041,6.0,6.0,,,2014-04-01
E06000042,30.0,20.0,,12.0,2014-04-01
E06000043,63.0,46.0,14.0,16.0,2014-04-01
E06000044,45.0,29.0,17.0,22.0,2014-04-01
E06000045,35.0,25.0,13.0,15.0,2014-04-01
E06000046,14.0,15.0,,6.0,2014-04-01
E06000047,27.0,19.0,7.0,10.0,2014-04-01
E06000049,22.0,17.0,,,2014-04-01
E06000050,25.0,27.0,,6.0,2014-04-01
E06000051,19.0,12.0,9.0,13.0,2014-04-01
E06000052,49.0,30.0,9.0,6.0,2014-04-01
E06000054,30.0,20.0,13.0,15.0,2014-04-01
E06000055,16.0,12.0,,7.0,2014-04-01
E06000056,20.0,13.0,6.0,9.0,2014-04-01
E06000057,11.0,7.0,,,2014-04-01
E07000004,9.0,8.0,,,2014-04-01
E07000005,,,,,2014-04-01
E07000006,6.0,9.0,,6.0,2014-04-01
E07000007,19.0,18.0,9.0,14.0,2014-04-01
E07000008,15.0,12.0,,6.0,2014-04-01
E07000009,,,,,2014-04-01
E07000010,13.0,12.0,,6.0,2014-04-01
E07000011,8.0,6.0,,,2014-04-01
E07000012,10.0,,,,2014-04-01
E07000026,,,,,2014-04-01
E07000027,10.0,6.0,,,2014-04-01
E07000028,,7.0,,,2014-04-01
E07000029,,,,,2014-04-01
E07000030,,,,,2014-04-01
E07000031,7.0,,,,2014-04-01
E07000032,,,,,2014-04-01
E07000033,10.0,9.0,,,2014-04-01
E07000034,6.0,6.0,,,2014-04-01
E07000035,,,,,2014-04-01
E07000036,11.0,6.0,,,2014-04-01
E07000037,8.0,7.0,,,2014-04-01
E07000038,,,,,2014-04-01
E07000039,,,,,2014-04-01
E07000040,12.0,,,,2014-04-01
E07000041,7.0,6.0,,,2014-04-01
E07000042,,,,,2014-04-01
E07000043,15.0,9.0,,,2014-04-01
E07000044,,,,,2014-04-01
E07000045,,8.0,,,2014-04-01
E07000046,,,,,2014-04-01
E07000047,,,,,2014-04-01
E07000048,,,,,2014-04-01
E07000049,7.0,7.0,,,2014-04-01
E07000050,,,,,2014-04-01
E07000051,,,,,2014-04-01
E07000052,7.0,,,,2014-04-01
E07000053,29.0,25.0,,9.0,2014-04-01
E07000061,21.0,15.0,,8.0,2014-04-01
E07000062,47.0,34.0,10.0,16.0,2014-04-01
E07000063,8.0,,,,2014-04-01
E07000064,15.0,7.0,,,2014-04-01
E07000065,11.0,9.0,,,2014-04-01
E07000066,23.0,23.0,7.0,10.0,2014-04-01
E07000067,,7.0,,,2014-04-01
E07000068,7.0,8.0,,,2014-04-01
E07000069,9.0,10.0,,10.0,2014-04-01
E07000070,27.0,21.0,10.0,11.0,2014-04-01
E07000071,19.0,16.0,6.0,10.0,2014-04-01
E07000072,10.0,14.0,,7.0,2014-04-01
E07000073,14.0,13.0,8.0,9.0,2014-04-01
E07000074,,,,,2014-04-01
E07000075,13.0,11.0,7.0,7.0,2014-04-01
E07000076,15.0,14.0,7.0,7.0,2014-04-01
E07000077,,,,,2014-04-01
E07000078,,,,,2014-04-01
E07000079,,,,,2014-04-01
E07000080,6.0,6.0,,,2014-04-01
E07000081,18.0,17.0,,,2014-04-01
E07000082,,,,,2014-04-01
E07000083,,,,,2014-04-01
E07000084,12.0,15.0,8.0,10.0,2014-04-01
E07000085,9.0,6.0,,,2014-04-01
E07000086,8.0,6.0,,,2014-04-01
E07000087,6.0,,,,2014-04-01
E07000088,14.0,15.0,,,2014-04-01
E07000089,,,,,2014-04-01
E07000090,17.0,10.0,,9.0,2014-04-01
E07000091,20.0,12.0,,,2014-04-01
E07000092,,,,,2014-04-01
E07000093,9.0,6.0,,,2014-04-01
E07000094,,,,,2014-04-01
E07000095,21.0,15.0,6.0,11.0,2014-04-01
E07000096,9.0,6.0,,,2014-04-01
E07000098,14.0,19.0,,9.0,2014-04-01
E07000099,8.0,8.0,,,2014-04-01
E07000102,13.0,10.0,,6.0,2014-04-01
E07000103,37.0,31.0,13.0,20.0,2014-04-01
E07000105,19.0,15.0,8.0,12.0,2014-04-01
E07000106,16.0,15.0,,8.0,2014-04-01
E07000107,19.0,24.0,14.0,17.0,2014-04-01
E07000108,14.0,15.0,,10.0,2014-04-01
E07000109,35.0,26.0,12.0,15.0,2014-04-01
E07000110,20.0,14.0,,12.0,2014-04-01
E07000111,6.0,,,,2014-04-01
E07000112,22.0,18.0,,6.0,2014-04-01
E07000113,15.0,13.0,8.0,10.0,2014-04-01
E07000114,57.0,37.0,19.0,20.0,2014-04-01
E07000115,,,,,2014-04-01
E07000116,7.0,,,,2014-04-01
E07000117,,6.0,,,2014-04-01
E07000118,6.0,,,,2014-04-01
E07000119,10.0,,,,2014-04-01
E07000120,8.0,9.0,,,2014-04-01
E07000121,15.0,9.0,,,2014-04-01
E07000122,,,,,2014-04-01
E07000123,16.0,7.0,,,2014-04-01
E07000124,,,,,2014-04-01
E07000125,,,,,2014-04-01
E07000126,,,,,2014-04-01
E07000127,,,,,2014-04-01
E07000128,12.0,8.0,,,2014-04-01
E07000129,6.0,7.0,,,2014-04-01
E07000130,6.0,,,,2014-04-01
E07000131,,,,,2014-04-01
E07000132,,,,,2014-04-01
E07000133,,,,,2014-04-01
E07000134,,,,,2014-04-01
E07000135,,,,,2014-04-01
E07000136,,,,,2014-04-01
E07000137,14.0,9.0,,,2014-04-01
E07000138,10.0,11.0,,6.0,2014-04-01
E07000139,7.0,,,,2014-04-01
E07000140,6.0,,,,2014-04-01
E07000141,15.0,10.0,,,2014-04-01
E07000142,7.0,,,,2014-04-01
E07000143,10.0,9.0,,,2014-04-01
E07000144,,,,,2014-04-01
E07000145,9.0,8.0,,,2014-04-01
E07000146,12.0,14.0,,,2014-04-01
E07000147,11.0,7.0,,,2014-04-01
E07000148,13.0,10.0,,,2014-04-01
E07000149,,,,,2014-04-01
E07000150,13.0,9.0,6.0,,2014-04-01
E07000151,7.0,,,,2014-04-01
E07000152,,,,,2014-04-01
E07000153,10.0,6.0,,,2014-04-01
E07000154,25.0,15.0,,8.0,2014-04-01
E07000155,,,,,2014-04-01
E07000156,,,,,2014-04-01
E07000164,,,,,2014-04-01
E07000165,7.0,10.0,,,2014-04-01
E07000166,,,,,2014-04-01
E07000167,,,,,2014-04-01
E07000168,9.0,11.0,6.0,6.0,2014-04-01
E07000169,,,,,2014-04-01
E07000170,9.0,10.0,,6.0,2014-04-01
E07000171,7.0,,,,2014-04-01
E07000172,11.0,,,,2014-04-01
E07000173,,6.0,,,2014-04-01
E07000174,17.0,14.0,6.0,6.0,2014-04-01
E07000175,9.0,7.0,,,2014-04-01
E07000176,,,,,2014-04-01
E07000177,19.0,11.0,,7.0,2014-04-01
E07000178,34.0,28.0,13.0,20.0,2014-04-01
E07000179,8.0,,,,2014-04-01
E07000180,7.0,8.0,,,2014-04-01
E07000181,7.0,,,,2014-04-01
E07000187,18.0,14.0,9.0,8.0,2014-04-01
E07000188,,,,,2014-04-01
E07000189,8.0,6.0,,,2014-04-01
E07000190,7.0,,,,2014-04-01
E07000191,,,,,2014-04-01
E07000192,11.0,12.0,,,2014-04-01
E07000193,8.0,7.0,,,2014-04-01
E07000194,7.0,,,,2014-04-01
E07000195,13.0,12.0,,6.0,2014-04-01
E07000196,,,,,2014-04-01
E07000197,,,,,2014-04-01
E07000198,,,,,2014-04-01
E07000199,6.0,,,,2014-04-01
E07000200,,,,,2014-04-01
E07000201,13.0,9.0,,,2014-04-01
E07000202,25.0,25.0,8.0,11.0,2014-04-01
E07000203,,,,,2014-04-01
E07000204,15.0,10.0,,,2014-04-01
E07000205,6.0,,,,2014-04-01
E07000206,17.0,15.0,,,2014-04-01
E07000207,8.0,9.0,7.0,9.0,2014-04-01
E07000208,,,,,2014-04-01
E07000209,,8.0,,,2014-04-01
E07000210,,,,,2014-04-01
E07000211,18.0,15.0,6.0,12.0,2014-04-01
E07000212,8.0,,,,2014-04-01
E07000213,10.0,8.0,,7.0,2014-04-01
E07000214,,,,,2014-04-01
E07000215,9.0,,,,2014-04-01
E07000216,6.0,7.0,,,2014-04-01
E07000217,14.0,,,,2014-04-01
E07000218,,,,,2014-04-01
E07000219,7.0,,,,2014-04-01
E07000220,7.0,,,,2014-04-01
E07000221,7.0,10.0,,,2014-04-01
E07000222,8.0,,,,2014-04-01
E07000223,10.0,6.0,,,2014-04-01
E07000224,31.0,27.0,14.0,16.0,2014-04-01
E07000225,10.0,7.0,,,2014-04-01
E07000226,34.0,29.0,7.0,12.0,2014-04-01
E07000227,9.0,7.0,,,2014-04-01
E07000228,21.0,15.0,,7.0,2014-04-01
E07000229,28.0,21.0,14.0,15.0,2014-04-01
E07000234,,,,,2014-04-01
E07000235,,,,,2014-04-01
E07000236,,,,,2014-04-01
E07000237,,,,,2014-04-01
E07000238,,,,,2014-04-01
E07000239,7.0,,,,2014-04-01
E07000240,18.0,13.0,,9.0,2014-04-01
E07000241,12.0,,,,2014-04-01
E07000242,10.0,8.0,8.0,9.0,2014-04-01
E07000243,9.0,9.0,,,2014-04-01
E08000001,19.0,20.0,13.0,15.0,2014-04-01
E08000002,14.0,15.0,,6.0,2014-04-01
E08000003,89.0,71.0,31.0,39.0,2014-04-01
E08000004,14.0,13.0,6.0,6.0,2014-04-01
E08000005,15.0,7.0,,,2014-04-01
E08000006,37.0,20.0,10.0,6.0,2014-04-01
E08000007,15.0,9.0,7.0,,2014-04-01
E08000008,25.0,24.0,,6.0,2014-04-01
E08000009,15.0,8.0,,,2014-04-01
E08000010,22.0,13.0,10.0,10.0,2014-04-01
E08000011,,,,,2014-04-01
E08000012,31.0,30.0,9.0,19.0,2014-04-01
E08000013,11.0,13.0,,,2014-04-01
E08000014,14.0,11.0,,,2014-04-01
E08000015,32.0,28.0,12.0,17.0,2014-04-01
E08000016,9.0,6.0,,,2014-04-01
E08000017,18.0,14.0,,,2014-04-01
E08000018,6.0,,,,2014-04-01
E08000019,17.0,13.0,,7.0,2014-04-01
E08000021,8.0,7.0,,,2014-04-01
E08000022,10.0,,,,2014-04-01
E08000023,9.0,13.0,6.0,6.0,2014-04-01
E08000024,15.0,10.0,,,2014-04-01
E08000025,153.0,83.0,42.0,68.0,2014-04-01
E08000026,32.0,15.0,6.0,10.0,2014-04-01
E08000027,15.0,9.0,,,2014-04-01
E08000028,29.0,18.0,,12.0,2014-04-01
E08000029,10.0,7.0,,,2014-04-01
E08000030,21.0,19.0,,10.0,2014-04-01
E08000031,43.0,33.0,,14.0,2014-04-01
E08000032,22.0,19.0,9.0,11.0,2014-04-01
E08000033,7.0,,,,2014-04-01
E08000034,31.0,24.0,,11.0,2014-04-01
E08000035,24.0,17.0,,9.0,2014-04-01
E08000036,19.0,17.0,8.0,10.0,2014-04-01
E08000037,16.0,9.0,,7.0,2014-04-01
E09000002,148.0,137.0,60.0,104.0,2014-04-01
E09000003,190.0,152.0,81.0,119.0,2014-04-01
E09000004,91.0,59.0,41.0,49.0,2014-04-01
E09000005,277.0,230.0,144.0,163.0,2014-04-01
E09000006,126.0,98.0,42.0,59.0,2014-04-01
E09000007,34.0,30.0,24.0,30.0,2014-04-01
E09000008,287.0,247.0,71.0,168.0,2014-04-01
E09000009,199.0,262.0,156.0,160.0,2014-04-01
E09000010,306.0,244.0,163.0,245.0,2014-04-01
E09000011,153.0,79.0,74.0,84.0,2014-04-01
E09000012,161.0,159.0,108.0,135.0,2014-04-01
E09000013,83.0,77.0,55.0,70.0,2014-04-01
E09000014,269.0,220.0,179.0,223.0,2014-04-01
E09000015,128.0,118.0,55.0,73.0,2014-04-01
E09000016,93.0,66.0,34.0,44.0,2014-04-01
E09000017,126.0,100.0,54.0,75.0,2014-04-01
E09000018,135.0,128.0,67.0,75.0,2014-04-01
E09000019,63.0,68.0,30.0,53.0,2014-04-01
E09000020,46.0,28.0,20.0,22.0,2014-04-01
E09000021,25.0,19.0,16.0,15.0,2014-04-01
E09000022,164.0,129.0,88.0,109.0,2014-04-01
E09000023,255.0,218.0,81.0,145.0,2014-04-01
E09000024,80.0,73.0,20.0,67.0,2014-04-01
E09000025,308.0,173.0,164.0,135.0,2014-04-01
E09000026,146.0,124.0,54.0,87.0,2014-04-01
E09000027,22.0,12.0,,6.0,2014-04-01
E09000028,122.0,107.0,72.0,106.0,2014-04-01
E09000029,56.0,49.0,24.0,24.0,2014-04-01
E09000030,114.0,80.0,44.0,78.0,2014-04-01
E09000031,204.0,165.0,109.0,154.0,2014-04-01
E09000032,114.0,127.0,97.0,118.0,2014-04-01
E09000033,104.0,84.0,57.0,78.0,2014-04-01
W06000001,,,,,2014-04-01
W06000002,,,,,2014-04-01
W06000003,12.0,11.0,,,2014-04-01
W06000004,16.0,9.0,,,2014-04-01
W06000005,9.0,,,,2014-04-01
W06000006,11.0,8.0,,,2014-04-01
W06000008,6.0,,,,2014-04-01
W06000009,7.0,,,,2014-04-01
W06000010,7.0,6.0,,,2014-04-01
W06000011,6.0,,,,2014-04-01
W06000012,12.0,6.0,,,2014-04-01
W06000013,,,,,2014-04-01
W06000014,10.0,6.0,,,2014-04-01
W06000015,34.0,25.0,11.0,11.0,2014-04-01
W06000016,,,,,2014-04-01
W06000018,7.0,,,,2014-04-01
W06000019,8.0,7.0,,,2014-04-01
W06000020,,,,,2014-04-01
W06000021,,,,,2014-04-01
W06000022,19.0,11.0,,,2014-04-01
W06000023,,,,,2014-04-01
W06000024,,,,,2014-04-01
E06000001,,,,,2014-07-01
E06000002,6.0,,,,2014-07-01
E06000003,,,,,2014-07-01
E06000004,,6.0,,,2014-07-01
E06000005,8.0,,,,2014-07-01
E06000006,6.0,7.0,,,2014-07-01
E06000007,24.0,19.0,,10.0,2014-07-01
E06000008,,,,,2014-07-01
E06000009,24.0,10.0,,,2014-07-01
E06000010,39.0,31.0,7.0,,2014-07-01
E06000011,19.0,13.0,,7.0,2014-07-01
E06000012,20.0,15.0,,,2014-07-01
E06000013,6.0,6.0,,,2014-07-01
E06000014,7.0,,,,2014-07-01
E06000015,31.0,22.0,8.0,12.0,2014-07-01
E06000016,46.0,46.0,24.0,27.0,2014-07-01
E06000017,,,,,2014-07-01
E06000018,40.0,35.0,10.0,13.0,2014-07-01
E06000019,12.0,9.0,,,2014-07-01
E06000020,11.0,12.0,,,2014-07-01
E06000021,26.0,21.0,,8.0,2014-07-01
E06000022,7.0,,,,2014-07-01
E06000023,91.0,71.0,35.0,42.0,2014-07-01
E06000024,18.0,12.0,6.0,7.0,2014-07-01
E06000025,28.0,20.0,,,2014-07-01
E06000026,30.0,22.0,6.0,7.0,2014-07-01
E06000027,26.0,25.0,17.0,11.0,2014-07-01
E06000028,87.0,89.0,28.0,37.0,2014-07-01
E06000029,23.0,21.0,10.0,14.0,2014-07-01
E06000030,12.0,7.0,,6.0,2014-07-01
E06000031,51.0,45.0,10.0,24.0,2014-07-01
E06000032,71.0,46.0,41.0,45.0,2014-07-01
E06000033,53.0,43.0,14.0,19.0,2014-07-01
E06000034,37.0,25.0,23.0,27.0,2014-07-01
E06000035,69.0,74.0,36.0,54.0,2014-07-01
E06000036,10.0,6.0,,,2014-07-01
E06000037,8.0,9.0,,,2014-07-01
E06000038,26.0,23.0,7.0,9.0,2014-07-01
E06000039,87.0,78.0,60.0,66.0,2014-07-01
E06000040,16.0,15.0,,11.0,2014-07-01
E06000041,,,,,2014-07-01
E06000042,45.0,21.0,6.0,7.0,2014-07-01
E06000043,65.0,61.0,13.0,27.0,2014-07-01
E06000044,67.0,43.0,,22.0,2014-07-01
E06000045,32.0,22.0,7.0,8.0,2014-07-01
E06000046,10.0,,,,2014-07-01
E06000047,16.0,15.0,9.0,11.0,2014-07-01
E06000049,8.0,9.0,,6.0,2014-07-01
E06000050,13.0,14.0,,,2014-07-01
E06000051,11.0,12.0,6.0,,2014-07-01
E06000052,36.0,34.0,11.0,14.0,2014-07-01
E06000054,21.0,23.0,,12.0,2014-07-01
E06000055,23.0,19.0,,13.0,2014-07-01
E06000056,28.0,23.0,7.0,13.0,2014-07-01
E06000057,10.0,,,,2014-07-01
E07000004,14.0,12.0,,,2014-07-01
E07000005,,,,,2014-07-01
E07000006,12.0,6.0,,,2014-07-01
E07000007,19.0,17.0,8.0,8.0,2014-07-01
E07000008,19.0,14.0,,8.0,2014-07-01
E07000009,,,,,2014-07-01
E07000010,9.0,6.0,,,2014-07-01
E07000011,12.0,10.0,,6.0,2014-07-01
E07000012,8.0,6.0,,,2014-07-01
E07000026,,,,,2014-07-01
E07000027,8.0,9.0,,,2014-07-01
E07000028,,,,,2014-07-01
E07000029,,,,,2014-07-01
E07000030,,,,,2014-07-01
E07000031,9.0,7.0,,,2014-07-01
E07000032,6.0,,,,2014-07-01
E07000033,,6.0,,6.0,2014-07-01
E07000034,,,,,2014-07-01
E07000035,,,,,2014-07-01
E07000036,11.0,13.0,,9.0,2014-07-01
E07000037,6.0,6.0,,,2014-07-01
E07000038,,,,,2014-07-01
E07000039,6.0,,,,2014-07-01
E07000040,12.0,10.0,,6.0,2014-07-01
E07000041,7.0,6.0,,,2014-07-01
E07000042,,,,,2014-07-01
E07000043,,7.0,,,2014-07-01
E07000044,,,,,2014-07-01
E07000045,9.0,8.0,,6.0,2014-07-01
E07000046,,7.0,,,2014-07-01
E07000047,,,,,2014-07-01
E07000048,,,,,2014-07-01
E07000049,7.0,9.0,,,2014-07-01
E07000050,,,,,2014-07-01
E07000051,,,,,2014-07-01
E07000052,8.0,7.0,,,2014-07-01
E07000053,14.0,15.0,11.0,13.0,2014-07-01
E07000061,32.0,26.0,11.0,16.0,2014-07-01
E07000062,56.0,27.0,19.0,24.0,2014-07-01
E07000063,7.0,,,,2014-07-01
E07000064,12.0,11.0,,10.0,2014-07-01
E07000065,6.0,,,6.0,2014-07-01
E07000066,31.0,21.0,13.0,15.0,2014-07-01
E07000067,6.0,,,,2014-07-01
E07000068,6.0,,,,2014-07-01
E07000069,13.0,10.0,7.0,6.0,2014-07-01
E07000070,32.0,30.0,9.0,16.0,2014-07-01
E07000071,27.0,22.0,7.0,9.0,2014-07-01
E07000072,10.0,6.0,7.0,6.0,2014-07-01
E07000073,14.0,15.0,,,2014-07-01
E07000074,6.0,8.0,,,2014-07-01
E07000075,6.0,7.0,,,2014-07-01
E07000076,15.0,15.0,,,2014-07-01
E07000077,,,,,2014-07-01
E07000078,,,,,2014-07-01
E07000079,6.0,,,,2014-07-01
E07000080,,,,,2014-07-01
E07000081,21.0,14.0,8.0,9.0,2014-07-01
E07000082,,,,,2014-07-01
E07000083,,,,,2014-07-01
E07000084,20.0,8.0,7.0,7.0,2014-07-01
E07000085,11.0,12.0,,,2014-07-01
E07000086,,,,,2014-07-01
E07000087,11.0,,,,2014-07-01
E07000088,12.0,11.0,,,2014-07-01
E07000089,,,,,2014-07-01
E07000090,11.0,15.0,,10.0,2014-07-01
E07000091,17.0,19.0,6.0,9.0,2014-07-01
E07000092,12.0,8.0,,,2014-07-01
E07000093,8.0,7.0,,,2014-07-01
E07000094,9.0,,,,2014-07-01
E07000095,30.0,30.0,7.0,19.0,2014-07-01
E07000096,6.0,9.0,,,2014-07-01
E07000098,22.0,20.0,8.0,14.0,2014-07-01
E07000099,,,,,2014-07-01
E07000102,14.0,14.0,,,2014-07-01
E07000103,49.0,37.0,21.0,34.0,2014-07-01
E07000105,18.0,12.0,9.0,8.0,2014-07-01
E07000106,21.0,18.0,6.0,10.0,2014-07-01
E07000107,19.0,12.0,10.0,9.0,2014-07-01
E07000108,16.0,15.0,6.0,7.0,2014-07-01
E07000109,36.0,32.0,16.0,22.0,2014-07-01
E07000110,25.0,18.0,9.0,12.0,2014-07-01
E07000111,,,,,2014-07-01
E07000112,33.0,29.0,10.0,19.0,2014-07-01
E07000113,16.0,9.0,,9.0,2014-07-01
E07000114,43.0,48.0,29.0,33.0,2014-07-01
E07000115,8.0,7.0,,,2014-07-01
E07000116,7.0,6.0,,,2014-07-01
E07000117,,,,6.0,2014-07-01
E07000118,,,,,2014-07-01
E07000119,9.0,,,,2014-07-01
E07000120,11.0,6.0,,,2014-07-01
E07000121,16.0,12.0,,7.0,2014-07-01
E07000122,,,,,2014-07-01
E07000123,19.0,18.0,7.0,9.0,2014-07-01
E07000124,,,,,2014-07-01
E07000125,6.0,,,,2014-07-01
E07000126,,,,,2014-07-01
E07000127,,,,,2014-07-01
E07000128,8.0,8.0,,,2014-07-01
E07000129,,,,,2014-07-01
E07000130,10.0,11.0,,,2014-07-01
E07000131,,,,,2014-07-01
E07000132,,,,,2014-07-01
E07000133,,,,,2014-07-01
E07000134,6.0,,,,2014-07-01
E07000135,,,,,2014-07-01
E07000136,8.0,,,,2014-07-01
E07000137,6.0,6.0,,,2014-07-01
E07000138,13.0,13.0,,,2014-07-01
E07000139,,,,,2014-07-01
E07000140,8.0,8.0,,,2014-07-01
E07000141,11.0,9.0,6.0,,2014-07-01
E07000142,,6.0,6.0,,2014-07-01
E07000143,9.0,9.0,,,2014-07-01
E07000144,,,,,2014-07-01
E07000145,10.0,6.0,,,2014-07-01
E07000146,21.0,19.0,,6.0,2014-07-01
E07000147,10.0,11.0,,,2014-07-01
E07000148,9.0,,,,2014-07-01
E07000149,,,,,2014-07-01
E07000150,,8.0,,,2014-07-01
E07000151,,,,,2014-07-01
E07000152,7.0,,,,2014-07-01
E07000153,,7.0,,,2014-07-01
E07000154,25.0,13.0,7.0,,2014-07-01
E07000155,,,,,2014-07-01
E07000156,11.0,6.0,,,2014-07-01
E07000163,,,,,2014-07-01
E07000164,,,,,2014-07-01
E07000165,16.0,10.0,,,2014-07-01
E07000166,,,,,2014-07-01
E07000167,,,,,2014-07-01
E07000168,18.0,13.0,,6.0,2014-07-01
E07000169,,,,,2014-07-01
E07000170,14.0,11.0,,,2014-07-01
E07000171,9.0,8.0,,,2014-07-01
E07000172,6.0,9.0,,,2014-07-01
E07000173,6.0,6.0,,,2014-07-01
E07000174,13.0,11.0,,6.0,2014-07-01
E07000175,,,,,2014-07-01
E07000176,,,,,2014-07-01
E07000177,14.0,18.0,,9.0,2014-07-01
E07000178,39.0,34.0,16.0,25.0,2014-07-01
E07000179,13.0,12.0,,,2014-07-01
E07000180,8.0,6.0,,,2014-07-01
E07000181,9.0,9.0,,,2014-07-01
E07000187,11.0,6.0,,,2014-07-01
E07000188,8.0,,,,2014-07-01
E07000189,10.0,8.0,,,2014-07-01
E07000190,7.0,,,,2014-07-01
E07000191,,,,,2014-07-01
E07000192,,,,,2014-07-01
E07000193,6.0,8.0,,,2014-07-01
E07000194,9.0,8.0,,,2014-07-01
E07000195,6.0,10.0,6.0,6.0,2014-07-01
E07000196,,,,,2014-07-01
E07000197,,,,,2014-07-01
E07000198,,,,,2014-07-01
E07000199,7.0,9.0,,,2014-07-01
E07000200,,,,,2014-07-01
E07000201,9.0,11.0,6.0,,2014-07-01
E07000202,20.0,20.0,9.0,10.0,2014-07-01
E07000203,,,,,2014-07-01
E07000204,7.0,11.0,,8.0,2014-07-01
E07000205,,6.0,,,2014-07-01
E07000206,11.0,10.0,,,2014-07-01
E07000207,,,,,2014-07-01
E07000208,,,,,2014-07-01
E07000209,11.0,,,,2014-07-01
E07000210,,,,,2014-07-01
E07000211,29.0,25.0,7.0,9.0,2014-07-01
E07000212,,8.0,,,2014-07-01
E07000213,7.0,7.0,,,2014-07-01
E07000214,,,,,2014-07-01
E07000215,16.0,19.0,,7.0,2014-07-01
E07000216,6.0,,,,2014-07-01
E07000217,6.0,12.0,,,2014-07-01
E07000218,,7.0,,,2014-07-01
E07000219,11.0,8.0,,,2014-07-01
E07000220,,7.0,,,2014-07-01
E07000221,11.0,,,,2014-07-01
E07000222,6.0,7.0,,,2014-07-01
E07000223,10.0,9.0,,,2014-07-01
E07000224,29.0,19.0,9.0,11.0,2014-07-01
E07000225,6.0,8.0,,,2014-07-01
E07000226,19.0,20.0,10.0,11.0,2014-07-01
E07000227,,6.0,,,2014-07-01
E07000228,17.0,23.0,,7.0,2014-07-01
E07000229,21.0,24.0,14.0,19.0,2014-07-01
E07000234,,,,,2014-07-01
E07000235,,,,,2014-07-01
E07000236,6.0,,,,2014-07-01
E07000237,6.0,,,,2014-07-01
E07000238,9.0,,,,2014-07-01
E07000239,6.0,6.0,,,2014-07-01
E07000240,13.0,8.0,9.0,10.0,2014-07-01
E07000241,15.0,13.0,,11.0,2014-07-01
E07000242,11.0,15.0,,11.0,2014-07-01
E07000243,9.0,8.0,,,2014-07-01
E08000001,25.0,12.0,,,2014-07-01
E08000002,13.0,12.0,7.0,8.0,2014-07-01
