la_code,claims,outright_orders,repossessions,warrants,date
E06000001,6.0,,,,2003-01-01
E06000002,,,,,2003-01-01
E06000003,,,,,2003-01-01
E06000004,,6.0,,,2003-01-01
E06000005,6.0,,,,2003-01-01
E06000006,17.0,14.0,,,2003-01-01
E06000007,,,,,2003-01-01
E06000008,,,,,2003-01-01
E06000009,11.0,7.0,,,2003-01-01
E06000010,17.0,11.0,,,2003-01-01
E06000011,11.0,13.0,,,2003-01-01
E06000012,6.0,7.0,,,2003-01-01
E06000013,,,,,2003-01-01
E06000014,,,,,2003-01-01
E06000015,13.0,13.0,,,2003-01-01
E06000016,53.0,38.0,11.0,14.0,2003-01-01
E06000018,15.0,7.0,,,2003-01-01
E06000019,6.0,,,,2003-01-01
E06000020,21.0,22.0,8.0,11.0,2003-01-01
E06000021,12.0,,,,2003-01-01
E06000022,7.0,6.0,,,2003-01-01
E06000023,27.0,24.0,7.0,14.0,2003-01-01
E06000024,,,,,2003-01-01
E06000025,,,,,2003-01-01
E06000026,43.0,36.0,16.0,25.0,2003-01-01
E06000027,17.0,22.0,7.0,,2003-01-01
E06000028,37.0,28.0,10.0,11.0,2003-01-01
E06000029,9.0,6.0,,,2003-01-01
E06000030,,,,,2003-01-01
E06000031,22.0,19.0,7.0,14.0,2003-01-01
E06000032,33.0,24.0,9.0,19.0,2003-01-01
E06000033,24.0,19.0,,8.0,2003-01-01
E06000034,6.0,,,,2003-01-01
E06000035,34.0,22.0,,9.0,2003-01-01
E06000037,11.0,10.0,,,2003-01-01
E06000038,6.0,9.0,,,2003-01-01
E06000039,13.0,14.0,6.0,8.0,2003-01-01
E06000040,,,,,2003-01-01
E06000041,,,,,2003-01-01
E06000042,15.0,14.0,7.0,9.0,2003-01-01
E06000043,44.0,37.0,10.0,18.0,2003-01-01
E06000044,22.0,10.0,,,2003-01-01
E06000045,26.0,12.0,6.0,12.0,2003-01-01
E06000046,6.0,,,,2003-01-01
E06000047,10.0,,,,2003-01-01
E06000049,,,,,2003-01-01
E06000050,,,,,2003-01-01
E06000051,8.0,,,,2003-01-01
E06000052,51.0,31.0,6.0,10.0,2003-01-01
E06000054,11.0,11.0,,7.0,2003-01-01
E06000055,9.0,,,,2003-01-01
E06000056,13.0,,,,2003-01-01
E06000057,,,,,2003-01-01
E07000004,,,,,2003-01-01
E07000005,,,,,2003-01-01
E07000007,,,,,2003-01-01
E07000008,7.0,,,,2003-01-01
E07000009,,,,,2003-01-01
E07000010,9.0,8.0,,7.0,2003-01-01
E07000011,,,,,2003-01-01
E07000012,,,,,2003-01-01
E07000026,,,,,2003-01-01
E07000027,,,,,2003-01-01
E07000028,,,,,2003-01-01
E07000031,,,,,2003-01-01
E07000032,,,,,2003-01-01
E07000033,,,,,2003-01-01
E07000034,,,,,2003-01-01
E07000035,,,,,2003-01-01
E07000036,,,,,2003-01-01
E07000037,,,,,2003-01-01
E07000039,,,,,2003-01-01
E07000040,16.0,16.0,,13.0,2003-01-01
E07000041,,,,,2003-01-01
E07000042,,,,,2003-01-01
E07000043,10.0,9.0,,,2003-01-01
E07000044,,,,,2003-01-01
E07000045,7.0,,,,2003-01-01
E07000046,,,,,2003-01-01
E07000047,,,,,2003-01-01
E07000048,,,,,2003-01-01
E07000049,6.0,,,,2003-01-01
E07000050,,,,,2003-01-01
E07000051,,,,,2003-01-01
E07000052,,,,,2003-01-01
E07000053,14.0,14.0,7.0,9.0,2003-01-01
E07000061,18.0,11.0,6.0,6.0,2003-01-01
E07000062,26.0,17.0,7.0,7.0,2003-01-01
E07000063,7.0,8.0,,,2003-01-01
E07000064,9.0,8.0,,,2003-01-01
E07000065,,,,,2003-01-01
E07000066,13.0,13.0,6.0,8.0,2003-01-01
E07000067,,,,,2003-01-01
E07000068,,,,,2003-01-01
E07000069,,,,,2003-01-01
E07000070,7.0,,,,2003-01-01
E07000071,7.0,7.0,,,2003-01-01
E07000072,,,,,2003-01-01
E07000073,18.0,12.0,,6.0,2003-01-01
E07000074,,,,,2003-01-01
E07000075,,,,,2003-01-01
E07000076,10.0,8.0,,,2003-01-01
E07000079,,,,,2003-01-01
E07000080,,,,,2003-01-01
E07000081,8.0,6.0,,6.0,2003-01-01
E07000082,9.0,,,,2003-01-01
E07000083,,,,,2003-01-01
E07000084,,,,,2003-01-01
E07000085,6.0,,,,2003-01-01
E07000086,8.0,,,,2003-01-01
E07000087,,,,,2003-01-01
E07000088,6.0,7.0,,,2003-01-01
E07000089,,,,,2003-01-01
E07000090,6.0,,,,2003-01-01
E07000091,6.0,7.0,,,2003-01-01
E07000092,,7.0,,,2003-01-01
E07000093,,,,,2003-01-01
E07000094,,,,,2003-01-01
E07000095,,,,,2003-01-01
E07000096,8.0,7.0,,,2003-01-01
E07000098,6.0,,,,2003-01-01
E07000099,,,,,2003-01-01
E07000102,6.0,,,,2003-01-01
E07000103,7.0,,,,2003-01-01
E07000105,,,,,2003-01-01
E07000106,12.0,,,,2003-01-01
E07000107,,,,,2003-01-01
E07000108,15.0,10.0,,,2003-01-01
E07000109,7.0,6.0,,,2003-01-01
E07000110,,,,,2003-01-01
E07000111,,,,,2003-01-01
E07000112,15.0,13.0,,8.0,2003-01-01
E07000113,17.0,14.0,8.0,7.0,2003-01-01
E07000114,34.0,25.0,6.0,22.0,2003-01-01
E07000116,,,,,2003-01-01
E07000117,,,,,2003-01-01
E07000118,,,,,2003-01-01
E07000119,,,,,2003-01-01
E07000120,,,,,2003-01-01
E07000121,14.0,14.0,,,2003-01-01
E07000122,,,,,2003-01-01
E07000123,8.0,,,,2003-01-01
E07000124,,,,,2003-01-01
E07000125,,,,,2003-01-01
E07000126,,,,,2003-01-01
E07000127,,,,,2003-01-01
E07000128,13.0,7.0,,,2003-01-01
E07000129,,,,,2003-01-01
E07000130,,,,,2003-01-01
E07000131,,,,,2003-01-01
E07000132,,,,,2003-01-01
E07000133,,,,,2003-01-01
E07000134,,,,,2003-01-01
E07000135,,,,,2003-01-01
E07000136,,,,,2003-01-01
E07000137,11.0,6.0,,,2003-01-01
E07000138,,,,,2003-01-01
E07000139,7.0,,,,2003-01-01
E07000140,,,,,2003-01-01
E07000141,,,,,2003-01-01
E07000142,,,,,2003-01-01
E07000143,6.0,6.0,,,2003-01-01
E07000144,,,,,2003-01-01
E07000145,9.0,,,,2003-01-01
E07000146,,,,,2003-01-01
E07000147,10.0,11.0,,,2003-01-01
E07000148,13.0,14.0,6.0,7.0,2003-01-01
E07000149,,7.0,,,2003-01-01
E07000151,,,,,2003-01-01
E07000152,,,,,2003-01-01
E07000153,,,,,2003-01-01
E07000154,,,,,2003-01-01
E07000156,,,,,2003-01-01
E07000163,,,,,2003-01-01
E07000164,,,,,2003-01-01
E07000165,7.0,,,,2003-01-01
E07000166,,,,,2003-01-01
E07000167,,,,,2003-01-01
E07000168,8.0,10.0,,,2003-01-01
E07000169,,,,,2003-01-01
E07000170,6.0,,,,2003-01-01
E07000171,,,,,2003-01-01
E07000172,,,,,2003-01-01
E07000173,,,,,2003-01-01
E07000174,13.0,8.0,,,2003-01-01
E07000175,,,,,2003-01-01
E07000176,,,,,2003-01-01
E07000177,6.0,,,,2003-01-01
E07000178,,,,,2003-01-01
E07000179,,,,,2003-01-01
E07000180,6.0,,,,2003-01-01
E07000181,,,,,2003-01-01
E07000187,,,,,2003-01-01
E07000188,,,,,2003-01-01
E07000189,,,,,2003-01-01
E07000190,,6.0,,,2003-01-01
E07000191,,,,,2003-01-01
E07000192,6.0,6.0,,,2003-01-01
E07000193,,,,,2003-01-01
E07000194,,,,,2003-01-01
E07000195,,,,,2003-01-01
E07000196,,,,,2003-01-01
E07000197,,,,,2003-01-01
E07000198,,,,,2003-01-01
E07000200,,,,,2003-01-01
E07000201,,,,,2003-01-01
E07000202,8.0,12.0,,,2003-01-01
E07000203,,,,,2003-01-01
E07000204,6.0,,,,2003-01-01
E07000205,,8.0,,,2003-01-01
E07000206,18.0,14.0,,,2003-01-01
E07000207,6.0,,,,2003-01-01
E07000208,7.0,,,,2003-01-01
E07000209,,,,,2003-01-01
E07000210,,,,,2003-01-01
E07000211,6.0,,,,2003-01-01
E07000212,,,,,2003-01-01
E07000213,,,,,2003-01-01
E07000214,,,,,2003-01-01
E07000215,,,,,2003-01-01
E07000216,,,,,2003-01-01
E07000217,7.0,10.0,,,2003-01-01
E07000218,,,,,2003-01-01
E07000219,,,,,2003-01-01
E07000220,,,,,2003-01-01
E07000221,,,,,2003-01-01
E07000222,,,,,2003-01-01
E07000223,,,,,2003-01-01
E07000224,9.0,12.0,9.0,8.0,2003-01-01
E07000225,,,,,2003-01-01
E07000226,,,,,2003-01-01
E07000227,,,,,2003-01-01
E07000228,10.0,,,,2003-01-01
E07000229,15.0,16.0,,8.0,2003-01-01
E07000235,,,,,2003-01-01
E07000236,,,,,2003-01-01
E07000237,,,,,2003-01-01
E07000238,,,,,2003-01-01
E07000239,,,,,2003-01-01
E07000240,8.0,,,,2003-01-01
E07000241,,,,,2003-01-01
E07000242,,,,,2003-01-01
E07000243,,,,,2003-01-01
E08000001,10.0,9.0,,,2003-01-01
E08000002,7.0,,,,2003-01-01
E08000003,39.0,23.0,8.0,16.0,2003-01-01
E08000004,8.0,8.0,,,2003-01-01
E08000005,6.0,,,,2003-01-01
E08000006,9.0,6.0,,,2003-01-01
E08000007,15.0,6.0,6.0,6.0,2003-01-01
E08000008,16.0,10.0,,6.0,2003-01-01
E08000009,,,,,2003-01-01
E08000010,6.0,6.0,,,2003-01-01
E08000011,,,,,2003-01-01
E08000012,19.0,9.0,,7.0,2003-01-01
E08000013,,,,,2003-01-01
E08000014,15.0,7.0,,,2003-01-01
E08000015,34.0,14.0,,10.0,2003-01-01
E08000016,,,,,2003-01-01
E08000017,7.0,6.0,,,2003-01-01
E08000018,7.0,,,,2003-01-01
E08000019,13.0,8.0,,,2003-01-01
E08000021,,8.0,,,2003-01-01
E08000022,7.0,,,,2003-01-01
E08000023,,,,,2003-01-01
E08000024,9.0,,,,2003-01-01
E08000025,102.0,48.0,13.0,23.0,2003-01-01
E08000026,,,,,2003-01-01
E08000027,20.0,10.0,,,2003-01-01
E08000028,12.0,11.0,,6.0,2003-01-01
E08000029,,,,,2003-01-01
E08000030,,,,,2003-01-01
E08000031,17.0,7.0,,,2003-01-01
E08000032,19.0,7.0,,,2003-01-01
E08000033,,,,,2003-01-01
E08000034,16.0,13.0,,6.0,2003-01-01
E08000035,25.0,7.0,,8.0,2003-01-01
E08000036,11.0,10.0,,,2003-01-01
E08000037,6.0,,,,2003-01-01
E09000002,35.0,33.0,15.0,30.0,2003-01-01
E09000003,83.0,67.0,22.0,30.0,2003-01-01
E09000004,23.0,15.0,,11.0,2003-01-01
E09000005,137.0,99.0,67.0,97.0,2003-01-01
E09000006,32.0,32.0,12.0,21.0,2003-01-01
E09000007,36.0,30.0,19.0,34.0,2003-01-01
E09000008,96.0,99.0,58.0,90.0,2003-01-01
E09000009,136.0,106.0,48.0,58.0,2003-01-01
E09000010,80.0,48.0,28.0,43.0,2003-01-01
E09000011,39.0,45.0,22.0,32.0,2003-01-01
E09000012,87.0,66.0,32.0,36.0,2003-01-01
E09000013,37.0,14.0,14.0,20.0,2003-01-01
E09000014,81.0,68.0,51.0,59.0,2003-01-01
E09000015,57.0,45.0,18.0,41.0,2003-01-01
E09000016,19.0,12.0,7.0,6.0,2003-01-01
E09000017,47.0,18.0,9.0,11.0,2003-01-01
E09000018,40.0,40.0,23.0,27.0,2003-01-01
E09000019,25.0,12.0,10.0,12.0,2003-01-01
E09000020,24.0,14.0,6.0,,2003-01-01
E09000021,13.0,14.0,,,2003-01-01
E09000022,47.0,34.0,16.0,23.0,2003-01-01
E09000023,46.0,33.0,15.0,24.0,2003-01-01
E09000024,33.0,17.0,13.0,21.0,2003-01-01
E09000025,184.0,164.0,105.0,111.0,2003-01-01
E09000026,100.0,83.0,51.0,77.0,2003-01-01
E09000027,15.0,13.0,,,2003-01-01
E09000028,36.0,20.0,6.0,14.0,2003-01-01
E09000029,21.0,16.0,7.0,10.0,2003-01-01
E09000030,17.0,10.0,7.0,9.0,2003-01-01
E09000031,115.0,85.0,60.0,80.0,2003-01-01
E09000032,47.0,30.0,16.0,16.0,2003-01-01
E09000033,57.0,41.0,21.0,32.0,2003-01-01
W06000002,,,,,2003-01-01
W06000003,,6.0,,,2003-01-01
W06000004,,,,,2003-01-01
W06000005,,,,,2003-01-01
W06000006,,,,,2003-01-01
W06000008,,,,,2003-01-01
W06000009,,,,,2003-01-01
W06000010,6.0,,,,2003-01-01
W06000011,6.0,,,,2003-01-01
W06000012,,,,,2003-01-01
W06000013,,,,,2003-01-01
W06000014,,,,,2003-01-01
W06000015,11.0,6.0,,,2003-01-01
W06000016,,,,,2003-01-01
W06000018,,,,,2003-01-01
W06000019,,,,,2003-01-01
W06000022,,,,,2003-01-01
W06000023,,,,,2003-01-01
W06000024,,,,,2003-01-01
E06000001,,,,,2003-04-01
E06000002,,,,,2003-04-01
E06000003,,,,,2003-04-01
E06000004,6.0,,,,2003-04-01
E06000005,,,,,2003-04-01
E06000006,7.0,13.0,10.0,9.0,2003-04-01
E06000007,,,,,2003-04-01
E06000008,,,,,2003-04-01
E06000009,7.0,10.0,,,2003-04-01
E06000010,14.0,10.0,,,2003-04-01
E06000011,16.0,15.0,,,2003-04-01
E06000012,6.0,,,,2003-04-01
E06000013,,,,,2003-04-01
E06000014,,,,,2003-04-01
E06000015,8.0,12.0,,,2003-04-01
E06000016,51.0,45.0,10.0,16.0,2003-04-01
E06000018,13.0,15.0,,7.0,2003-04-01
E06000019,,,,,2003-04-01
E06000020,29.0,22.0,9.0,9.0,2003-04-01
E06000021,11.0,11.0,,,2003-04-01
E06000022,,,,,2003-04-01
E06000023,26.0,13.0,6.0,8.0,2003-04-01
E06000024,11.0,,,,2003-04-01
E06000025,,10.0,,,2003-04-01
E06000026,47.0,42.0,17.0,23.0,2003-04-01
E06000027,19.0,14.0,6.0,6.0,2003-04-01
E06000028,23.0,29.0,6.0,7.0,2003-04-01
E06000029,19.0,11.0,,,2003-04-01
E06000030,6.0,,,,2003-04-01
E06000031,23.0,21.0,,,2003-04-01
E06000032,36.0,22.0,12.0,13.0,2003-04-01
E06000033,19.0,13.0,6.0,7.0,2003-04-01
E06000034,8.0,7.0,,,2003-04-01
E06000035,33.0,17.0,6.0,12.0,2003-04-01
E06000036,,,,,2003-04-01
E06000037,6.0,,,,2003-04-01
E06000038,9.0,10.0,,,2003-04-01
E06000039,22.0,12.0,,11.0,2003-04-01
E06000040,,,,,2003-04-01
E06000041,,,,,2003-04-01
E06000042,14.0,11.0,7.0,10.0,2003-04-01
E06000043,46.0,39.0,21.0,27.0,2003-04-01
E06000044,29.0,19.0,7.0,7.0,2003-04-01
E06000045,15.0,20.0,10.0,6.0,2003-04-01
E06000046,,,,,2003-04-01
E06000047,,6.0,,,2003-04-01
E06000049,7.0,,,,2003-04-01
E06000050,6.0,6.0,,,2003-04-01
E06000051,16.0,12.0,,,2003-04-01
E06000052,35.0,39.0,10.0,12.0,2003-04-01
E06000054,7.0,9.0,,,2003-04-01
E06000055,10.0,8.0,,,2003-04-01
E06000056,,7.0,,,2003-04-01
E06000057,,,,,2003-04-01
E07000004,,,,,2003-04-01
E07000005,,,,,2003-04-01
E07000006,6.0,,,,2003-04-01
E07000007,8.0,7.0,,,2003-04-01
E07000008,,,,,2003-04-01
E07000009,,,,,2003-04-01
E07000010,9.0,8.0,,,2003-04-01
E07000011,8.0,6.0,,,2003-04-01
E07000012,,,,,2003-04-01
E07000026,,,,,2003-04-01
E07000027,,,,,2003-04-01
E07000028,,,,,2003-04-01
E07000030,,,,,2003-04-01
E07000031,,,,,2003-04-01
E07000032,,,,,2003-04-01
E07000033,,,,,2003-04-01
E07000034,,,,,2003-04-01
E07000035,,,,,2003-04-01
E07000036,8.0,,,,2003-04-01
E07000037,,,,,2003-04-01
E07000038,,,,,2003-04-01
E07000039,,,,,2003-04-01
E07000040,12.0,11.0,6.0,6.0,2003-04-01
E07000041,,,,,2003-04-01
E07000042,,,,,2003-04-01
E07000043,,7.0,,,2003-04-01
E07000045,18.0,6.0,,,2003-04-01
E07000046,,,,,2003-04-01
E07000047,,,,,2003-04-01
E07000048,,,,,2003-04-01
E07000049,,,,,2003-04-01
E07000050,,,,,2003-04-01
E07000051,,,,,2003-04-01
E07000052,7.0,,,,2003-04-01
E07000053,16.0,9.0,7.0,,2003-04-01
E07000061,15.0,14.0,,9.0,2003-04-01
E07000062,27.0,24.0,13.0,17.0,2003-04-01
E07000063,,,,,2003-04-01
E07000064,,,,,2003-04-01
E07000065,9.0,,,,2003-04-01
E07000066,8.0,8.0,6.0,6.0,2003-04-01
E07000067,,,,,2003-04-01
E07000068,,,,,2003-04-01
E07000069,12.0,7.0,,,2003-04-01
E07000070,,,,,2003-04-01
E07000071,7.0,,,,2003-04-01
E07000072,,,,,2003-04-01
E07000073,17.0,13.0,,8.0,2003-04-01
E07000075,,,,,2003-04-01
E07000076,20.0,11.0,,,2003-04-01
E07000078,,,,,2003-04-01
E07000079,,,,,2003-04-01
E07000080,,,,,2003-04-01
E07000081,10.0,,,,2003-04-01
E07000082,,,,,2003-04-01
E07000083,,,,,2003-04-01
E07000084,,,,,2003-04-01
E07000085,,,,,2003-04-01
E07000086,21.0,12.0,,,2003-04-01
E07000087,,,,,2003-04-01
E07000088,6.0,,,,2003-04-01
E07000089,,,,,2003-04-01
E07000090,8.0,,,,2003-04-01
E07000091,,,,,2003-04-01
E07000092,,,,,2003-04-01
E07000093,,,,,2003-04-01
E07000094,,,,,2003-04-01
E07000095,8.0,,,,2003-04-01
E07000096,8.0,8.0,,,2003-04-01
E07000098,,,,,2003-04-01
E07000099,,,,,2003-04-01
E07000102,,,,,2003-04-01
E07000103,15.0,7.0,,9.0,2003-04-01
E07000105,,,,,2003-04-01
E07000106,19.0,10.0,,,2003-04-01
E07000107,7.0,,,,2003-04-01
E07000108,18.0,9.0,,,2003-04-01
E07000109,10.0,7.0,,,2003-04-01
E07000110,,,,,2003-04-01
E07000111,,,,,2003-04-01
E07000112,8.0,7.0,,,2003-04-01
E07000113,17.0,12.0,6.0,7.0,2003-04-01
E07000114,38.0,29.0,12.0,19.0,2003-04-01
E07000115,,,,,2003-04-01
E07000116,6.0,,,,2003-04-01
E07000117,,,,,2003-04-01
E07000118,6.0,7.0,,,2003-04-01
E07000119,,,,,2003-04-01
E07000120,,,,,2003-04-01
E07000121,26.0,20.0,,8.0,2003-04-01
E07000122,,,,,2003-04-01
E07000123,8.0,,,,2003-04-01
E07000124,,,,,2003-04-01
E07000125,,,,,2003-04-01
E07000126,,,,,2003-04-01
E07000127,,,,,2003-04-01
E07000128,8.0,11.0,,,2003-04-01
E07000129,,,,,2003-04-01
E07000130,,,,,2003-04-01
E07000131,,,,,2003-04-01
E07000132,,,,,2003-04-01
E07000133,,,,,2003-04-01
E07000134,,,,,2003-04-01
E07000135,,,,,2003-04-01
E07000136,,,,,2003-04-01
E07000137,10.0,7.0,,,2003-04-01
E07000138,8.0,,,,2003-04-01
E07000139,,,,,2003-04-01
E07000140,,,,,2003-04-01
E07000141,,6.0,,,2003-04-01
E07000142,,,,,2003-04-01
E07000143,18.0,13.0,,,2003-04-01
E07000144,,,,,2003-04-01
E07000145,16.0,12.0,,,2003-04-01
E07000146,,,,,2003-04-01
E07000147,,,,,2003-04-01
E07000148,,,,,2003-04-01
E07000149,,,,,2003-04-01
E07000151,6.0,,,,2003-04-01
E07000152,,,,,2003-04-01
E07000153,6.0,,,,2003-04-01
E07000154,,,,,2003-04-01
E07000155,,,,,2003-04-01
E07000156,,,,,2003-04-01
E07000163,,,,,2003-04-01
E07000164,,,,,2003-04-01
E07000165,7.0,,,,2003-04-01
E07000166,,,,,2003-04-01
E07000167,,,,,2003-04-01
E07000168,9.0,,,,2003-04-01
E07000169,,,,,2003-04-01
E07000170,,,,,2003-04-01
E07000171,7.0,,,,2003-04-01
E07000172,,,,,2003-04-01
E07000173,,,,,2003-04-01
E07000174,6.0,10.0,,,2003-04-01
E07000175,,,,,2003-04-01
E07000176,,,,,2003-04-01
E07000177,7.0,7.0,,,2003-04-01
E07000178,7.0,,,,2003-04-01
E07000179,,,,,2003-04-01
E07000180,,,,,2003-04-01
E07000181,,,,,2003-04-01
E07000187,,,,,2003-04-01
E07000188,,,,,2003-04-01
E07000189,11.0,,,,2003-04-01
E07000190,,,,,2003-04-01
E07000191,,,,,2003-04-01
E07000192,,,,,2003-04-01
E07000193,,,,,2003-04-01
E07000194,,,,,2003-04-01
E07000195,,,,,2003-04-01
E07000196,,,,,2003-04-01
E07000197,,,,,2003-04-01
E07000198,,,,,2003-04-01
E07000199,,,,,2003-04-01
E07000200,,,,,2003-04-01
E07000201,8.0,,,,2003-04-01
E07000202,10.0,,,,2003-04-01
E07000203,6.0,,,,2003-04-01
E07000204,8.0,6.0,,,2003-04-01
E07000205,,,,,2003-04-01
E07000206,17.0,17.0,,,2003-04-01
E07000207,6.0,,,,2003-04-01
E07000208,,8.0,,,2003-04-01
E07000209,,,,,2003-04-01
E07000210,,,,,2003-04-01
E07000211,10.0,10.0,,,2003-04-01
E07000213,,,,,2003-04-01
E07000214,,,,,2003-04-01
E07000215,,,,,2003-04-01
E07000216,,,,,2003-04-01
E07000217,6.0,,,,2003-04-01
E07000218,,,,,2003-04-01
E07000219,,,,,2003-04-01
E07000220,10.0,6.0,,,2003-04-01
E07000221,,,,,2003-04-01
E07000222,,,,,2003-04-01
E07000223,,,,,2003-04-01
E07000224,9.0,,,,2003-04-01
E07000225,,,,,2003-04-01
E07000226,,,,,2003-04-01
E07000227,,,,,2003-04-01
E07000228,9.0,7.0,,,2003-04-01
E07000229,14.0,11.0,,,2003-04-01
E07000234,,,,,2003-04-01
E07000235,,,,,2003-04-01
E07000236,,,,,2003-04-01
E07000238,,,,,2003-04-01
E07000239,,,,,2003-04-01
E07000240,,,,,2003-04-01
E07000241,,,,,2003-04-01
E07000242,6.0,,,,2003-04-01
E07000243,,,,,2003-04-01
E08000001,10.0,10.0,,,2003-04-01
E08000002,6.0,,,,2003-04-01
E08000003,34.0,23.0,,6.0,2003-04-01
E08000004,8.0,,,,2003-04-01
E08000005,6.0,,,,2003-04-01
E08000006,,,,,2003-04-01
E08000007,,6.0,,,2003-04-01
E08000008,16.0,12.0,,,2003-04-01
E08000009,6.0,,,,2003-04-01
E08000010,8.0,,,,2003-04-01
E08000011,,,,,2003-04-01
E08000012,25.0,17.0,,6.0,2003-04-01
E08000013,7.0,,,,2003-04-01
E08000014,8.0,8.0,,,2003-04-01
E08000015,22.0,23.0,,13.0,2003-04-01
E08000016,7.0,,,,2003-04-01
E08000017,8.0,7.0,,,2003-04-01
E08000018,14.0,8.0,,,2003-04-01
E08000019,7.0,8.0,,,2003-04-01
E08000021,9.0,,,,2003-04-01
E08000022,7.0,,,,2003-04-01
E08000023,,,,,2003-04-01
E08000024,8.0,7.0,,,2003-04-01
E08000025,73.0,59.0,17.0,27.0,2003-04-01
E08000026,12.0,7.0,,,2003-04-01
E08000027,10.0,10.0,,,2003-04-01
E08000028,12.0,10.0,,,2003-04-01
E08000029,,,,,2003-04-01
E08000030,7.0,6.0,,,2003-04-01
E08000031,10.0,,,,2003-04-01
E08000032,7.0,,,,2003-04-01
E08000033,6.0,,,,2003-04-01
E08000034,12.0,11.0,,,2003-04-01
E08000035,18.0,12.0,8.0,8.0,2003-04-01
E08000036,8.0,,,,2003-04-01
E08000037,,6.0,,,2003-04-01
E09000001,,,,,2003-04-01
E09000002,46.0,32.0,25.0,22.0,2003-04-01
E09000003,88.0,63.0,25.0,43.0,2003-04-01
E09000004,34.0,19.0,9.0,7.0,2003-04-01
E09000005,164.0,92.0,59.0,60.0,2003-04-01
E09000006,35.0,25.0,13.0,26.0,2003-04-01
E09000007,38.0,19.0,9.0,10.0,2003-04-01
E09000008,87.0,74.0,43.0,57.0,2003-04-01
E09000009,117.0,85.0,44.0,68.0,2003-04-01
E09000010,80.0,62.0,30.0,56.0,2003-04-01
E09000011,30.0,27.0,18.0,21.0,2003-04-01
E09000012,73.0,70.0,22.0,44.0,2003-04-01
E09000013,30.0,35.0,17.0,20.0,2003-04-01
E09000014,108.0,94.0,35.0,62.0,2003-04-01
E09000015,37.0,25.0,20.0,15.0,2003-04-01
E09000016,26.0,14.0,,6.0,2003-04-01
E09000017,38.0,32.0,9.0,19.0,2003-04-01
E09000018,44.0,23.0,16.0,23.0,2003-04-01
E09000019,24.0,21.0,,14.0,2003-04-01
E09000020,20.0,16.0,,6.0,2003-04-01
E09000021,6.0,7.0,,,2003-04-01
E09000022,61.0,36.0,22.0,26.0,2003-04-01
E09000023,55.0,34.0,17.0,33.0,2003-04-01
E09000024,39.0,32.0,13.0,20.0,2003-04-01
E09000025,171.0,117.0,89.0,116.0,2003-04-01
E09000026,87.0,74.0,46.0,68.0,2003-04-01
E09000027,7.0,12.0,,6.0,2003-04-01
E09000028,40.0,18.0,22.0,20.0,2003-04-01
E09000029,23.0,23.0,7.0,9.0,2003-04-01
E09000030,26.0,12.0,,7.0,2003-04-01
E09000031,122.0,87.0,52.0,75.0,2003-04-01
E09000032,57.0,35.0,15.0,21.0,2003-04-01
E09000033,75.0,30.0,23.0,24.0,2003-04-01
W06000001,,,,,2003-04-01
W06000002,,,,,2003-04-01
W06000003,6.0,,,,2003-04-01
W06000004,8.0,,,,2003-04-01
W06000005,,,,,2003-04-01
W06000006,,,,,2003-04-01
W06000008,,,,,2003-04-01
W06000009,,,,,2003-04-01
W06000010,,,,,2003-04-01
W06000011,6.0,,,,2003-04-01
W06000012,6.0,,,,2003-04-01
W06000013,,,,,2003-04-01
W06000014,8.0,,,,2003-04-01
W06000015,11.0,8.0,,,2003-04-01
W06000016,7.0,,,,2003-04-01
W06000018,,,,,2003-04-01
W06000019,,,,,2003-04-01
W06000020,,,,,2003-04-01
W06000022,6.0,6.0,,,2003-04-01
W06000023,,,,,2003-04-01
W06000024,,,,,2003-04-01
E06000002,,,,,2003-07-01
E06000003,,,,,2003-07-01
E06000004,6.0,,,,2003-07-01
E06000005,6.0,,,,2003-07-01
E06000006,,,,,2003-07-01
E06000007,,,,,2003-07-01
E06000008,,,,,2003-07-01
E06000009,15.0,,,,2003-07-01
E06000010,14.0,11.0,7.0,7.0,2003-07-01
E06000011,19.0,12.0,,,2003-07-01
E06000012,6.0,,,,2003-07-01
E06000013,,,,,2003-07-01
E06000014,,,,,2003-07-01
E06000015,16.0,8.0,,,2003-07-01
E06000016,50.0,45.0,11.0,21.0,2003-07-01
E06000017,,,,,2003-07-01
E06000018,12.0,14.0,7.0,,2003-07-01
E06000019,,,,,2003-07-01
E06000020,42.0,37.0,6.0,12.0,2003-07-01
E06000021,21.0,11.0,9.0,7.0,2003-07-01
E06000022,8.0,,,,2003-07-01
E06000023,19.0,21.0,,10.0,2003-07-01
E06000024,,,,,2003-07-01
E06000025,6.0,,,,2003-07-01
E06000026,28.0,26.0,20.0,26.0,2003-07-01
E06000027,15.0,11.0,,,2003-07-01
E06000028,34.0,21.0,,9.0,2003-07-01
E06000029,13.0,17.0,,,2003-07-01
E06000030,,,,,2003-07-01
E06000031,13.0,18.0,,7.0,2003-07-01
E06000032,42.0,28.0,,21.0,2003-07-01
E06000033,25.0,12.0,,8.0,2003-07-01
E06000034,10.0,8.0,,,2003-07-01
E06000035,31.0,27.0,11.0,13.0,2003-07-01
E06000036,,,,,2003-07-01
E06000037,,6.0,,,2003-07-01
E06000038,8.0,17.0,,,2003-07-01
E06000039,14.0,9.0,6.0,8.0,2003-07-01
E06000040,,,,,2003-07-01
E06000041,,7.0,,,2003-07-01
E06000042,,,6.0,,2003-07-01
